IS_SARCASTIC,TEXT,NO_TAGS,USERNAME,DATE
1,"@Anubis_Gad @Kotya_Donetsky2 Та що ви таке кажете?! Яка корупція?! Нещодавно ж президент Зеленський оголосив у Мюнхені всьому світові, що всю корупцію в Україні подолано, а ви тут зраду розганяєте *сарказм*","@Anubis_Gad @Kotya_Donetsky2 Та що ви таке кажете?! Яка корупція?! Нещодавно ж президент Зеленський оголосив у Мюнхені всьому світові, що всю корупцію в Україні подолано, а ви тут зраду розганяєте ",NichkaNightUA,2020-02-25 11:46:08+00:00
1,"@Kotya_Donetsky2 Ага, дуже ""аналітичне"" опитування ))) Стільки людей різного віку, фаху, освіти опитано, з різними політичними поглядами й світоглядними вподобаннями, родом із Донбасу... ))))) *сарказм*","@Kotya_Donetsky2 Ага, дуже ""аналітичне"" опитування ))) Стільки людей різного віку, фаху, освіти опитано, з різними політичними поглядами й світоглядними вподобаннями, родом із Донбасу... ))))) ",NichkaNightUA,2020-02-25 13:29:30+00:00
1,"@gthuytrewiobji0 Схоже, комусь у ""Нафтогазі"" доведеться попрощатися із премією, заробленою такою тяжкою працею... *сарказм*","@gthuytrewiobji0 Схоже, комусь у ""Нафтогазі"" доведеться попрощатися із премією, заробленою такою тяжкою працею... ",NichkaNightUA,2020-03-02 19:41:25+00:00
1,"@KotyaDonetsky І так, цікаво, чому ОДА, ВЦА Донецької області й досі не змогли організувати наявність достатньої кількості тестів в області, чому їх менше, ніж у середньому в Україні, аж на третину робиться? Невже з тої ж причини, що й танцюристам заважає гарно танцювати?  *сарказм*","@KotyaDonetsky І так, цікаво, чому ОДА, ВЦА Донецької області й досі не змогли організувати наявність достатньої кількості тестів в області, чому їх менше, ніж у середньому в Україні, аж на третину робиться? Невже з тої ж причини, що й танцюристам заважає гарно танцювати?  ",NichkaNightUA,2020-06-04 21:16:43+00:00
1,"@KotyaDonetsky Мдя... ЗСУ - ще той ""лікар-дієтолог"" була і залишається досі... Звідти без хронічних хвороб, не схудлими і без численних психологічних і моральних травм повертаються рідкісні щасливчики, які запросто зможуть, напевно, тоді у лотерею мільйони вигравати *сарказм*","@KotyaDonetsky Мдя... ЗСУ - ще той ""лікар-дієтолог"" була і залишається досі... Звідти без хронічних хвороб, не схудлими і без численних психологічних і моральних травм повертаються рідкісні щасливчики, які запросто зможуть, напевно, тоді у лотерею мільйони вигравати ",NichkaNightUA,2020-06-14 03:24:34+00:00
1,"@KotyaDonetsky А йому (їй) у відповідь запропонують виганяти агресора віником чи скажуть щось на зразок ""Залишайтесь на лінії,ми виїжджаємо"". *сарказм* 
Замість реальної допомоги людям у вигляді сплати заборгованої пенсії та соцвиплат, такий ідіотський фарс із листівками! Ганьба якась! 2\2","@KotyaDonetsky А йому (їй) у відповідь запропонують виганяти агресора віником чи скажуть щось на зразок ""Залишайтесь на лінії,ми виїжджаємо"". ",NichkaNightUA,2020-06-27 18:44:48+00:00
1,"@holnzfgropas Для психологічного розвантаження пацієнтів після візиту до лікаря, напевно, кіз у лікарню запустили *сарказм*","@holnzfgropas Для психологічного розвантаження пацієнтів після візиту до лікаря, напевно, кіз у лікарню запустили ",NichkaNightUA,2020-07-23 13:33:42+00:00
1,"@Kotya_Donetsky2 Ага, у росіян скрізь гидять Обама, а тепер - Трамп, а в нас де тільки щось не так, так і знай, це підлий х*ло все накоїв... *сарказм*","@Kotya_Donetsky2 Ага, у росіян скрізь гидять Обама, а тепер - Трамп, а в нас де тільки щось не так, так і знай, це підлий х*ло все накоїв... ",NichkaNightUA,2020-10-18 19:48:45+00:00
1,"@Kotya_Donetsky2 Та да, краще ж яку-небудь валеологію, наприклад, студентам викладати, ніж предмети й знання, які їм можуть знадобитися в майбутньому, як фахівцям... *сарказм*","@Kotya_Donetsky2 Та да, краще ж яку-небудь валеологію, наприклад, студентам викладати, ніж предмети й знання, які їм можуть знадобитися в майбутньому, як фахівцям... ",NichkaNightUA,2020-10-20 13:39:34+00:00
1,"@holnzfgropas Не інакше, як інопланетяни на 1 день окупують виборчі дільниці Одеси й Харкова й обирають бідолашним одеситам і харків'янам оцю нечисть *сарказм*","@holnzfgropas Не інакше, як інопланетяни на 1 день окупують виборчі дільниці Одеси й Харкова й обирають бідолашним одеситам і харків'янам оцю нечисть ",NichkaNightUA,2020-10-26 15:16:28+00:00
1,"@KotyaDonetsky @donbassrealii Та отож, якщо вже хто заздрить цінам в окупації, хай тоді позаздрить життю первісних племен у дельті Амазонки, у них усе безкоштовно взагалі, ну а те, що там середня тривалість життя приблизно 20-30 років, для цих заздрісників - це ж дрібниці. *сарказм*","@KotyaDonetsky @donbassrealii Та отож, якщо вже хто заздрить цінам в окупації, хай тоді позаздрить життю первісних племен у дельті Амазонки, у них усе безкоштовно взагалі, ну а те, що там середня тривалість життя приблизно 20-30 років, для цих заздрісників - це ж дрібниці. ",NichkaNightUA,2020-11-09 06:53:02+00:00
1,"@nikmihalIIych Наш уряд ""дбає"" про нас, а ми, ""невдячні громадяни"", ще до них чіпляємося, ще й не задоволені чимось постійно... *сарказм*","@nikmihalIIych Наш уряд ""дбає"" про нас, а ми, ""невдячні громадяни"", ще до них чіпляємося, ще й не задоволені чимось постійно... ",NichkaNightUA,2021-01-04 23:30:14+00:00
1,"@KotyaDonetsky Та не кажи! Плюралізм думок у жителів динирії просто зашкалює, під кожною статтею точаться бурхливі дискусії, коментатори просто наввипередки поспішають прокоментувати кожну статтю!  *сарказм*","@KotyaDonetsky Та не кажи! Плюралізм думок у жителів динирії просто зашкалює, під кожною статтею точаться бурхливі дискусії, коментатори просто наввипередки поспішають прокоментувати кожну статтю!  ",NichkaNightUA,2021-04-04 08:45:51+00:00
1,@A_Vit_ Дуже цивілізована країна рф свято дотримується прав людини *сарказм*,@A_Vit_ Дуже цивілізована країна рф свято дотримується прав людини,NichkaNightUA,2021-04-22 04:11:26+00:00
1,@KotyaDonetsky Безсумнівно! Про його успіхи можна книжки писати й фільми знімати. *сарказм*,@KotyaDonetsky Безсумнівно! Про його успіхи можна книжки писати й фільми знімати.,NichkaNightUA,2021-05-07 14:31:36+00:00
1,"@kniga555 @holnzfgropas @forura80 Зате щомісяця в поштові скриньки кидають нам газету, де так уже вихваляють Кличка, ну просто святий і божий, Київ розвиває, дороги ремонтує, міст метро будує, парки і сквери створює...
Ну просто батько рідний для Києва і киян! *сарказм*","@kniga555 @holnzfgropas @forura80 Зате щомісяця в поштові скриньки кидають нам газету, де так уже вихваляють Кличка, ну просто святий і божий, Київ розвиває, дороги ремонтує, міст метро будує, парки і сквери створює...
Ну просто батько рідний для Києва і киян! ",NichkaNightUA,2021-05-14 17:26:46+00:00
1,"@A_Vit_ Звісно, в усьому, що відбувається в Росії, винна ""клята рука Заходу"", яка через ""кляті анонімні соцмережі"" зомбує підлітків і юнацтво на скоєння злочину!         *сарказм *","@A_Vit_ Звісно, в усьому, що відбувається в Росії, винна ""клята рука Заходу"", яка через ""кляті анонімні соцмережі"" зомбує підлітків і юнацтво на скоєння злочину!         ",NichkaNightUA,2021-05-16 01:56:18+00:00
1,@KotyaDonetsky Цього разу стурбованість ООН та решти світової спільноти досягне просто небачених глибин і висот! *сарказм*,@KotyaDonetsky Цього разу стурбованість ООН та решти світової спільноти досягне просто небачених глибин і висот!,NichkaNightUA,2021-05-17 15:20:38+00:00
1,"@A_Vit_ Так йому й треба, тому клятому ""борцуну""! *сарказм*","@A_Vit_ Так йому й треба, тому клятому ""борцуну""! ",NichkaNightUA,2021-06-08 07:01:18+00:00
1,"@A_Vit_ Білоруський ОМОН, певно, вирішив, що аркуш паперу - це якийсь таємний шифр для ворогів Лукашенка, тому й оштрафував мінчанку про всяк випадок. *сарказм*","@A_Vit_ Білоруський ОМОН, певно, вирішив, що аркуш паперу - це якийсь таємний шифр для ворогів Лукашенка, тому й оштрафував мінчанку про всяк випадок. ",NichkaNightUA,2021-07-09 06:59:24+00:00
1,"@A_Vit_ Брехлива кремлівська політика в дії... Нібито якщо росіяни побачили б вихід української олімпійської збірної, вони всі моментально б стали бандерівцями *сарказм*","@A_Vit_ Брехлива кремлівська політика в дії... Нібито якщо росіяни побачили б вихід української олімпійської збірної, вони всі моментально б стали бандерівцями ",NichkaNightUA,2021-07-24 03:56:15+00:00
1,"@holnzfgropas Далі Денисова почне захищати права маніяків, напевно? А що, маніяки - теж люди, тож треба дозволити їм катувати й убивати з особливою жорстокістю інших людей, а не саджати до в'язниці довічно. *сарказм*","@holnzfgropas Далі Денисова почне захищати права маніяків, напевно? А що, маніяки - теж люди, тож треба дозволити їм катувати й убивати з особливою жорстокістю інших людей, а не саджати до в'язниці довічно. ",NichkaNightUA,2021-09-11 18:48:25+00:00
1,"@_A_Vit_ Дуже адекватні й притомні друзі ерефії, поза всяким сумнівом... *сарказм*","@_A_Vit_ Дуже адекватні й притомні друзі ерефії, поза всяким сумнівом... ",NichkaNightUA,2021-11-01 11:24:21+00:00
1,"@_A_Vit_ Це ж так скрєпно і по-""вєлікадєржавному"" — обманути тяжко хворих дітей, вручивши їм порожні коробки з-під подарунків... *сарказм*","@_A_Vit_ Це ж так скрєпно і по-""вєлікадєржавному"" — обманути тяжко хворих дітей, вручивши їм порожні коробки з-під подарунків... ",NichkaNightUA,2022-01-01 05:30:08+00:00
1,"@NikNPf @_Anhelina_a Це точно, вже порохоботи всі свої червоні фломастери й маркери списали на червоні лінії для Зеленського, а тут, маєш, така несподівана величезна зрада у вигляді поїздки відремонтованими дорогами в Буковель. *сарказм*","@NikNPf @_Anhelina_a Це точно, вже порохоботи всі свої червоні фломастери й маркери списали на червоні лінії для Зеленського, а тут, маєш, така несподівана величезна зрада у вигляді поїздки відремонтованими дорогами в Буковель. ",NichkaNightUA,2022-01-05 16:27:12+00:00
1,"@_A_Vit_ Ото вже такі ""кляті"" ці литовські бандерівці, не стояли вони спокійно в радянському стійлі, а нападали на ""нещасних"" радянських солдатів-""миротворців""! *сарказм*","@_A_Vit_ Ото вже такі ""кляті"" ці литовські бандерівці, не стояли вони спокійно в радянському стійлі, а нападали на ""нещасних"" радянських солдатів-""миротворців""! ",NichkaNightUA,2022-01-28 07:00:00+00:00
1,"@_Anhelina_a В Україні, схоже, навіть переведення годинника на літній час нині працює на нашу користь. Рашистів тут вже била радіація, алкоголь ""невідомого походження"", тепер чекаємо втручання інопланетян, не інакше. *сарказм*","@_Anhelina_a В Україні, схоже, навіть переведення годинника на літній час нині працює на нашу користь. Рашистів тут вже била радіація, алкоголь ""невідомого походження"", тепер чекаємо втручання інопланетян, не інакше. ",NichkaNightUA,2022-04-03 20:50:24+00:00
1,"@Okdaisy2511 @V4paTD06dtkx5Su @HetmanXIII @13Hellis_13 @TedTeddycat Угу, майже мільйон американців померло торік через ковід, наскільки пригадую. Невже й Байден, замість коштів для лікарень, дороги прокладав і школи із садочками ремонтував? *сарказм* 🧐🤔😎","@Okdaisy2511 @V4paTD06dtkx5Su @HetmanXIII @13Hellis_13 @TedTeddycat Угу, майже мільйон американців померло торік через ковід, наскільки пригадую. Невже й Байден, замість коштів для лікарень, дороги прокладав і школи із садочками ремонтував? 🧐🤔😎",NichkaNightUA,2022-04-11 18:45:51+00:00
1,"@miLLa_M90 @Korona_news2022 Неймовірно чесна жінка, як і всі росіяни... *сарказм*","@miLLa_M90 @Korona_news2022 Неймовірно чесна жінка, як і всі росіяни... ",NichkaNightUA,2022-08-22 11:14:42+00:00
1,"@kolia_47_ Ну так, цей шанований чоловік ніколи не змінює плани й завжди дотримується всіх взятих обіцянок... Як же можна йому не вірити?... *сарказм*","@kolia_47_ Ну так, цей шанований чоловік ніколи не змінює плани й завжди дотримується всіх взятих обіцянок... Як же можна йому не вірити?... ",NichkaNightUA,2022-08-29 11:47:11+00:00
1,"@_A_Vit_ Ага, чергові ""склади з гуманітаркою"" і ""селітра та інші добрива"" горіли в роZійських окупантів у Севастополі. Звісно, ми ж охоче повіримо кремле-пропагандонам у цьому... *сарказм*🧐🤔😎","@_A_Vit_ Ага, чергові ""склади з гуманітаркою"" і ""селітра та інші добрива"" горіли в роZійських окупантів у Севастополі. Звісно, ми ж охоче повіримо кремле-пропагандонам у цьому... 🧐🤔😎",NichkaNightUA,2022-08-29 17:08:40+00:00
1,"@alabriella @_Anhelina_a Ага, і що вносити розкол у країні під час війни - не на часі *сарказм*","@alabriella @_Anhelina_a Ага, і що вносити розкол у країні під час війни - не на часі ",NichkaNightUA,2023-03-02 16:26:48+00:00
1,"@den_kazansky ""Виражєніє літца грустноє - дєнєх ніхто нє даст...""

(Сарказм - єслі ШО...)","@den_kazansky ""Виражєніє літца грустноє - дєнєх ніхто нє даст...""

",Nicklesik,2020-12-04 11:11:55+00:00
1,ааа я думала в сплатун нема сюжету і там просто.. стрілялка.. як фріфаєр тільки гірша🫣🫣/сарк,ааа я думала в сплатун нема сюжету і там просто.. стрілялка.. як фріфаєр тільки гірша🫣🫣,nicksprout_,2022-12-16 22:45:15+00:00
1,"@caesarius14_ Ого вау, неочікувано /сарк","@caesarius14_ Ого вау, неочікувано ",nifhie,2023-02-16 10:13:02+00:00
1,"ЄС призвав. Дякуймо хлопці, від душі, щоб ми без вас робили? (Сарказм) https://t.co/Zexk58xvSF","ЄС призвав. Дякуймо хлопці, від душі, щоб ми без вас робили? ",nightseparator,2017-01-31 14:19:16+00:00
1,"@strangeoldbrew_ @SviySeredSvoih @HuSnizhne У 1919 так. Ось коли треба було. Клятий захід кинув нас, бля. *сарказм*","@strangeoldbrew_ @SviySeredSvoih @HuSnizhne У 1919 так. Ось коли треба було. Клятий захід кинув нас, бля. ",NikBall14,2022-03-12 00:35:32+00:00
1,"@verctana @HeleneHelene5 Ги-ги, барига пішов і зі собою прихопив пів-бюджету Вінничини. Та заодно і решти місцевих бюджетів. Тепер ясно звідки в нього гроші на Майдани.
#сарказм","@verctana @HeleneHelene5 Ги-ги, барига пішов і зі собою прихопив пів-бюджету Вінничини. Та заодно і решти місцевих бюджетів. Тепер ясно звідки в нього гроші на Майдани.
",nikita_ct14,2019-12-07 21:55:59+00:00
1,"@ErichHa30486963 Подумаєш, дуже треба нам той Давос. Це всього лиш клуб за інтересами. #сарказм","@ErichHa30486963 Подумаєш, дуже треба нам той Давос. Це всього лиш клуб за інтересами. ",nikita_ct14,2020-01-23 00:58:55+00:00
1,@RomanKulchynsky А нафіга нам той безвіз? Тільки коронавірус поширюється. #сарказм,@RomanKulchynsky А нафіга нам той безвіз? Тільки коронавірус поширюється.,nikita_ct14,2020-03-04 10:52:34+00:00
1,"субота. усі нормальні люди ще сплять, а КНУ вчиться. ентузіазм мене переповнює. сарказм.","субота. усі нормальні люди ще сплять, а КНУ вчиться. ентузіазм мене переповнює.",NikiUdovychenko,2013-02-16 06:09:16+00:00
1,"@srb5Bqq5uj5Mv4V @p_vjacheslav @futoro1996 @deutschezraden @bonobo689 @litblomon Ага! (сарказм) 😃 Бо якщо ти не з ними, то ти ворог народу і тебе швиденько записують в ""каракаєво-бірюковську сєкту""!!! Або в біле пальто. Ти ж немаєш права мати свою думку!!! Заборонено!","@srb5Bqq5uj5Mv4V @p_vjacheslav @futoro1996 @deutschezraden @bonobo689 @litblomon Ага! 😃 Бо якщо ти не з ними, то ти ворог народу і тебе швиденько записують в ""каракаєво-бірюковську сєкту""!!! Або в біле пальто. Ти ж немаєш права мати свою думку!!! Заборонено!",nikksu1,2021-08-04 08:19:06+00:00
1,"взагалі, в мене зараз велики негаразди з менталкою...ну...вони й раніше були, але зараз ще гірше, і типуууу🤔🤔🤔
мені складно писати про них, бо я у відносній безпеці, зі мною все добре
тож
якщо я ""нию"", то я погано....
цікаво, чому я так думаю 🤔🤔🤔🤔 /сарк","взагалі, в мене зараз велики негаразди з менталкою...ну...вони й раніше були, але зараз ще гірше, і типуууу🤔🤔🤔
мені складно писати про них, бо я у відносній безпеці, зі мною все добре
тож
якщо я ""нию"", то я погано....
цікаво, чому я так думаю 🤔🤔🤔🤔 ",nikoshko2,2022-04-27 20:13:59+00:00
1,"Я дуже ціную цікаві розмови, але мої співрозмовники, зачасту, не зацікавлені в запропонованих мною темах. Мабуть тому мені важко заводити діалоги, бо за замовчуванням вважаю їх нудними і неважливими. Але ж твіти це інше! Сарказм. Навіть мої текстові твіти проходять повз стрічки","Я дуже ціную цікаві розмови, але мої співрозмовники, зачасту, не зацікавлені в запропонованих мною темах. Мабуть тому мені важко заводити діалоги, бо за замовчуванням вважаю їх нудними і неважливими. Але ж твіти це інше! ",Nikras8,2023-01-01 23:30:33+00:00
1,"@ukrpravda_news а як швидко підготували всі документи, ну прямо МОЛОДЦІ*сарказм*^^","@ukrpravda_news а як швидко підготували всі документи, ну прямо МОЛОДЦІ",Nina_Ukr,2014-02-16 10:29:49+00:00
1,@superumka ви що вони ж немають ніяких претензій... Все буде дооообреееее*сарказм*.,@superumka ви що вони ж немають ніяких претензій... Все буде дооообреееее,Nina_Ukr,2014-02-16 10:32:27+00:00
1,@EuroMaydan а що тернопільському яник не сказав вішатися??? І він вирішив з горя піти у відставку??? Серйозний крок з його сторони *сарказм*,@EuroMaydan а що тернопільському яник не сказав вішатися??? І він вирішив з горя піти у відставку??? Серйозний крок з його сторони,Nina_Ukr,2014-02-24 09:56:37+00:00
1,"@sosmaydan О_О ніфіга собі??? Там напевно черги і люди від 8-ї ранку стоять, щоб проголосувати....*сарказм*","@sosmaydan О_О ніфіга собі??? Там напевно черги і люди від 8-ї ранку стоять, щоб проголосувати....",Nina_Ukr,2014-03-16 10:25:58+00:00
1,"@devyatochechka «Чєго нє скажеш в шутєйном разговорє! Ви пошутілі, я тоже посмєялся.» *сарказм*","@devyatochechka «Чєго нє скажеш в шутєйном разговорє! Ви пошутілі, я тоже посмєялся.» ",ninethin,2021-10-18 15:37:23+00:00
1,@MrHimikus @AHTOH_uait @max_kidruk Очевидно померли всі. Адже вакцина — це отрута! *сарказм*,@MrHimikus @AHTOH_uait @max_kidruk Очевидно померли всі. Адже вакцина — це отрута!,ninethin,2021-10-24 16:33:36+00:00
1,"Як ви смієте лаяти мустафу? Він же майданівець!

#сарказм","Як ви смієте лаяти мустафу? Він же майданівець!

",Njyuschka,2018-09-26 19:00:13+00:00
1,"Навіщо американці знову нагнітають?

Сарказм.

#RussianAggression","Навіщо американці знову нагнітають?

",Njyuschka,2022-02-24 05:13:35+00:00
1,"Як і всі країни до того, Україна напала на росію на своїй власній території.
Цей агресивний світ і його безневинна жертва.

Сарказм
Мені не смішно","Як і всі країни до того, Україна напала на росію на своїй власній території.
Цей агресивний світ і його безневинна жертва.

",Njyuschka,2022-02-24 17:23:46+00:00
1,"люблю коли люди в офісі починають рєзко витирати при всіх серветками спину,під пахвами і ващє.
привносить едакій дух емм братерства*сарказм*","люблю коли люди в офісі починають рєзко витирати при всіх серветками спину,під пахвами і ващє.
привносить едакій дух емм братерства",nofaceundermask,2015-08-06 11:20:08+00:00
1,"Я просто хочу вирощувати рослини, малювати літніми вечорами, крафтити всякі штуки, займатися йогою на світанку, подорожувати та жити в особистому будинку на себе і свою сім’ю (а ще безлімітні гроші на все життя вперед), я що, так багато прошу?🙄 #дєйствітєльно #сарказм","Я просто хочу вирощувати рослини, малювати літніми вечорами, крафтити всякі штуки, займатися йогою на світанку, подорожувати та жити в особистому будинку на себе і свою сім’ю (а ще безлімітні гроші на все життя вперед), я що, так багато прошу?🙄 #дєйствітєльно ",nofaceundermask,2021-03-19 21:34:23+00:00
1,"@marie_pumpkin Або поїхали з свого міста подальше, і взагалі не знають чи є в них ще квартири. Але так, продавати жопу в онліфансі важливіше ніж робити все, щоб зупинити цю війну (сарказм)","@marie_pumpkin Або поїхали з свого міста подальше, і взагалі не знають чи є в них ще квартири. Але так, продавати жопу в онліфансі важливіше ніж робити все, щоб зупинити цю війну ",NolaHimmel,2022-02-27 10:43:27+00:00
1,"Кажуть, facebook спотворює відчуття реальності. ОК. Піду в twitter","Кажуть, facebook спотворює відчуття реальності. ОК. Піду в twitter",nomoreanry,2016-05-31 11:52:23+00:00
1,"Навіть не уявляю, і як таке могло статися","Навіть не уявляю, і як таке могло статися",nomoreanry,
1,"Люблю людей,
Обожнюю, коли вони шукають правду там-де її немає.

Сарказм,
Не люблю людей.","Люблю людей,
Обожнюю, коли вони шукають правду там-де її немає.

",nonomiracle,2017-03-15 18:11:52+00:00
1,@Spasipamagi От де патріоти - ще в 2015 під прапорами України в Москві промови задвигали! https://t.co/Nckqh66uEn #сарказм,@Spasipamagi От де патріоти - ще в 2015 під прапорами України в Москві промови задвигали! https://t.co/Nckqh66uEn,norestfor,2018-07-22 09:02:23+00:00
1,"Ну так всі дисиденти в совку каталися на мерседесах, були ""виїзні до капстран"" та мутили з тамтешніми комуністочками. А, ні, лише цей.","Ну так всі дисиденти в совку каталися на мерседесах, були ""виїзні до капстран"" та мутили з тамтешніми комуністочками. А, ні, лише цей.",norestfor,2020-05-05 05:11:17+00:00
1,Якої ще насильної? Ґвалтівної має бути. #сарказм https://t.co/gByLLRXsD8,Якої ще насильної? Ґвалтівної має бути.,norestfor,2020-10-08 17:26:59+00:00
1,"@snek61 Почнемо з того що Україна це не держава 21 ст., а феодальний паханат  де конституція слугує гаранту замість килимка біля вхідних дверей. Я вже не кажу про суди, які можуть зобов'язати нанести ядерну атаку на підприємство конкурента (сарказм).","@snek61 Почнемо з того що Україна це не держава 21 ст., а феодальний паханат  де конституція слугує гаранту замість килимка біля вхідних дверей. Я вже не кажу про суди, які можуть зобов'язати нанести ядерну атаку на підприємство конкурента.",nossofado,2022-02-20 10:08:20+00:00
1,Знаєте в чому плюс расистських жартів? Ними не можна образити людину.  #жарти #нірасизму #сарказм,Знаєте в чому плюс расистських жартів? Ними не можна образити людину.  #жарти #нірасизму,not_so_funny_ua,2018-12-01 09:16:46+00:00
1,добила свої (дуже справжні та не фейкові) десять мільйонів читачів на сайті твіттер точка ком 🤩🤩 /sarc,добила свої (дуже справжні та не фейкові) десять мільйонів читачів на сайті твіттер точка ком 🤩🤩,noto1ej,2022-11-09 09:11:05+00:00
1,Прилетіло від братнього народу по моєму місту. Дякую безмежно (сарказм),Прилетіло від братнього народу по моєму місту. Дякую безмежно,novack_olala,2022-04-02 14:56:16+00:00
1,Комунальникам обіцяють платити з грудня. Лише не відомо якого року (сарказм). #Луганськ #ЛНР #сепаратизм,Комунальникам обіцяють платити з грудня. Лише не відомо якого року,noyabriov,2014-09-28 15:17:21+00:00
1,"Батя розвів Путіна за пару годин на 350$ для кожного українця (включно з дітьми). А вам все не так :)
#сарказм","Батя розвів Путіна за пару годин на 350$ для кожного українця (включно з дітьми). А вам все не так :)
",noynenoy,2013-12-17 20:26:53+00:00
1,@darkovsky13 У них вбудований хромосоморадар 🫡 /сарк,@darkovsky13 У них вбудований хромосоморадар 🫡,nsmainsimp,2023-02-17 09:59:25+00:00
1,"Все життя мріяла з'ясовувати, яке радянське озброєння - офіційно та не дуже - є в країнах ""чорної"" Африки. *табличка ""сарказм""*","Все життя мріяла з'ясовувати, яке радянське озброєння - офіційно та не дуже - є в країнах ""чорної"" Африки.",nssflm,2022-07-25 13:53:15+00:00
1,"Крим там на рекорд по коронці пішов - невакінірованних виганяють з роботи, без масок в маршрутках штрафують ... А на пляжах - натовпи понаїхів - все щеплені і в рукавичках, звичайно ж (сарказм) https://t.co/fT7wTTqzY6","Крим там на рекорд по коронці пішов - невакінірованних виганяють з роботи, без масок в маршрутках штрафують ... А на пляжах - натовпи понаїхів - все щеплені і в рукавичках, звичайно ж ",nvAiOL22V3rq6oG,2021-07-18 20:17:50+00:00
1,Я істіний інформатик (це сарказм),Я істіний інформатик,nvika2008,2014-09-18 07:30:33+00:00
1,"поламала нігтя, день вдався на всі 100%
p.s це сарказм","поламала нігтя, день вдався на всі 100%",nvika2008,2015-09-09 15:22:22+00:00
1,"Ого, тут нові санкції. Саме це зупинить Росію. #сарказм","Ого, тут нові санкції. Саме це зупинить Росію. ",NyaBovver,2014-08-28 18:27:26+00:00
1,"те сране відчуття, коли ти в Хм. Бо твоя тьотя в Києві їхала в метро разом з @_MELOVIN_ 
люблю своє життя с:
*сарказм*","те сране відчуття, коли ти в Хм. Бо твоя тьотя в Києві їхала в метро разом з @_MELOVIN_ 
люблю своє життя с:
",nynamanyna,2017-02-11 09:11:55+00:00
1,"Я знайшла свою нішу. Папуга і шкарпетки.
Це був сарказм, але всім всеодно похуй, канєш","Я знайшла свою нішу. Папуга і шкарпетки.
",nyotka1,2022-11-03 19:30:51+00:00
1,@dazuozai Насправді вони люблять чупачупси й щоб це скрити вони палять цигарки бо курити це по дорослому а чупікі для дітей /сарказм,@dazuozai Насправді вони люблять чупачупси й щоб це скрити вони палять цигарки бо курити це по дорослому а чупікі для дітей,nYYpflojl0tsD1S,2022-09-18 17:59:37+00:00
1,Давно не було повітряної тривоги. /Табличка Сарказм/,Давно не було повітряної тривоги.,o_horchakov,2022-10-26 15:46:01+00:00
1,"Ммммм, знову повітряна тривога. Як я це люблю. /сарк /нег","Ммммм, знову повітряна тривога. Як я це люблю. ",O_Okp_,2022-10-11 22:14:37+00:00
1,"Вааау, вчителька з математики знову робить ""розгон"" всім однокласникам 👏 Який приємний ранок 🥰 /сарк /нег","Вааау, вчителька з математики знову робить ""розгон"" всім однокласникам 👏 Який приємний ранок 🥰 ",O_Okp_,2022-11-21 08:36:27+00:00
1,"@vicktop55 Вітя, це такий сюрприз (*сарказм), що ти показав себе повним довбойобом у цьому пості.","@vicktop55 Вітя, це такий сюрприз, що ти показав себе повним довбойобом у цьому пості.",O_Paryhin,2022-01-06 15:54:25+00:00
1,Я аж здивувалась #сарказм,Я аж здивувалась,o_thunderbolt,2014-06-02 15:59:32+00:00
1,"В мене + 3, давно такого результату за одни день не було, а я молодець (сарказм )","В мене + 3, давно такого результату за одни день не було, а я молодець ",o_ze_Lviv,2015-05-08 17:55:23+00:00
1,"@hromadskelviv @Tspitbull  ""такої кількрсті людей давненко на виборах  не було ""  (сарказм)","@hromadskelviv @Tspitbull  ""такої кількрсті людей давненко на виборах  не було ""  ",o_ze_Lviv,2015-10-25 16:35:55+00:00
1,@ToryVinston @Olha_Rev @Forkos_ur Порох заважає! Сарказм,@ToryVinston @Olha_Rev @Forkos_ur Порох заважає!,O3mX3j1d1zCUmKK,2022-01-19 00:27:18+00:00
1,@albariyz Ти шо вони ж повз політики вони нейтральні і взагалі в тебе телефон китайський викидай його нахуй /сарк,@albariyz Ти шо вони ж повз політики вони нейтральні і взагалі в тебе телефон китайський викидай його нахуй,obkh0dysvitka,2023-02-04 19:10:38+00:00
1,"@big_big_brother
 це брехня, они как и дiды готовятся дать отпор москалям.","@big_big_brother
 це брехня, они как и дiды готовятся дать отпор москалям.",Obliter,2014-07-23 09:24:52+00:00
1,"Жирик був повним аналогом тутешнього Януша Корвін-Міккє. Точніше навпаки: цей Ф-М. косплеїть Ж. Абсолютний фрік, мізогін, ксенофоб. І має дуже-дуже корінне, посконне прізвище. (сарказм)","Жирик був повним аналогом тутешнього Януша Корвін-Міккє. Точніше навпаки: цей Ф-М. косплеїть Ж. Абсолютний фрік, мізогін, ксенофоб. І має дуже-дуже корінне, посконне прізвище. ",oboyko_ua,2022-04-06 15:51:05+00:00
1,Цікаво бути другом дівчини що тобі подобається. P. S. Сарказм,Цікаво бути другом дівчини що тобі подобається.,Obscure_Whiskey,2016-08-10 21:01:19+00:00
1,"Стипендія: 2000 гривень(яку я ще не отримала)
Мій похід до косметолога :1990
Питання?! Куди ж я маю потрати тих цілих 10 гривень, які у мене залишилися(сарказм)","Стипендія: 2000 гривень(яку я ще не отримала)
Мій похід до косметолога :1990
Питання?! Куди ж я маю потрати тих цілих 10 гривень, які у мене залишилися",ocean__eyes___,2022-01-14 16:33:59+00:00
